name,eng_name,type,gene,country,description,actors,avgRating,url,commentList,reviewList,createdAt,status,directors,duration,year,img
Chị Đã Thành Công Thu Hút Sự Chú Ý Của Tôi,My Dear Lady,False,Phim Tâm Lý - Tình Cảm,Trung Quốc,"
Chị Đã Thành Công Thu Hút Sự Chú Ý Của Tôi HD Vietsub, My Dear Lady
Chị Đã Thành Công Thu Hút Sự Chú Ý Của Tôi là một trong những dự án ngôn tình hiếm hoi của điện ảnh Hoa ngữ, khai thác đề tài về thế giới tình cảm của bà mẹ đơn thân.
Lệnh Tầm Tầm vốn là một cô nàng có vẻ ngoài xinh xắn, dễ thương, lại giàu nghị lực. Tuy nhiên, cô luôn gặp phải những điều không may, từ cuộc sống tới công việc. Sau khi kết hôn, cô quyết định nghỉ việc, để chuyên tâm chăm lo đời sống gia đình. Là hậu phương vững chắc của chồng, và dành trọn thời gian cho đứa con bé bỏng. Nhưng rồi, mọi hi sinh của cô lại không hề được đền đáp. 06 năm sau, cuộc hôn nhân tưởng chừng hạnh phúc, lại tan vỡ.
Vừa rời khỏi tòa sau khi hoàn thành thủ tục ly hôn, cô lại đen đủi đâm trúng một chiếc siêu xe. Gánh nặng kinh tế lại càng nặng hơn cho người phụ nữ đơn thân không có thu nhập. Cô lập tức phải tìm đủ mọi công việc. Để còn bồi thường cho chiếc siêu xe giá trị. Định mệnh trêu đùa, cô trở thành trợ lý của tổng tài Thành Lê – cũng chính là chủ nhân chiếc siêu xe kia. Nhận ra cô, Thành Lê cố tình gây khó dễ. Anh giao cho cô nhân viên mới những nhiệm vụ khó khăn.
Nhưng vì mong muốn mãnh liệt dành quyền nuôi con, Tầm Tầm không ngại khó khăn, chấp nhận mọi thử thách. Chính sự lạc quan, kiên định, không chịu đầu hàng số phận của cô, đã khiến chàng tổng tài Thành Lê rung động. Chuyện tình cảm của họ đương nhiên không hề suôn sẻ. Đặc biệt, là sự phản đối dữ dội từ phía nhà trai. Bởi sự chênh lệch tuổi tác, thân phận và địa vị xã hội của họ. Liệu hai người có đủ mãnh mẽ trong hành trình tìm kiếm hạnh phúc của mình?
 
","Dư Nguyệt,Dương Hi,Lợi Tình Thiên,Lưu Diễm,Lưu Đặc,Mễ Lộ,Trương Quán Sâm,Tưởng Mộng Tiệp",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRsNWw1YzR0Mjg0aDVuMms0YzQxNGg0bjUyNGk1bTRrNGQ0cTJ6NWQ0MjZwMnE1bDRxNHUydzV5NTE0ajVmNHQ0bzJyNHEyOTRzNDQ0eTMwNng1bTVvMnM0NTR3NW4ycDJwMmo0ODR4NTM2azVwNHIydjJzMmk0ajRvNXA0eDVlNDczbTRzNXg1dzVvNWc0bDRnNGg0ZTRmdU9ENVY=,[],[],2016-05-18T16:00:00Z,ull 16 tập HD Vietsub,Lee Quang,40 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/chi-da-thanh-cong-thu-hut-su-chu-y-cua-toi-15139-thumbnail-250x350.jpg
Cậu Ngồi Bên Phải Tôi,My Sassy Deskmate,False,Phim Gia Đình - Học Đường,Trung Quốc,"
Cậu Ngồi Bên Phải Tôi HD Vietsub, My Sassy Deskmate
Cậu Ngồi Bên Phải Tôi là dự án mới của Hoa ngữ, góp mặt vào kho phim thanh xuân học đường vốn vô cùng náo nhiệt năm 2020. Xoay quanh câu chuyện tình yêu đậm chất học trò của hai bạn trẻ Thiện Cầu Tư và Vương Viện Nga.
Thiện Cầu Tư là một chàng trai mới lớn, là điển hình của “những đứa con hư” chính hiệu. Cậu vô cùng bướng bỉnh, không nghe lời, lại nghịch ngợm. Vì lẽ đó, cậu bị nhà trường đuổi học. Gia đình đành phải nhờ cậy khắp nơi, để xin cho cậu được tiếp tục theo học tại trường trung học khác. Tại ngôi trường mới, Cầu Tư được sắp xếp ngồi cạnh cô bạn “định mệnh” Vương Viện Nga.
Vương Viện Nga lại là điển hình của cô thỏ trắng ngây thơ, nhút nhát trong truyền thuyết. Hiện, cô nàng đem lòng thầm thương trộm nhớ chàng lớp trưởng vừa đẹp trai vừa học giỏi. Nhưng không đủ dũng khí để tỏ bày tỏ tình cảm với thần tượng. Trong khi đó, cô lại xấu số, thường xuyên đụng độ, cãi cọ với Cầu Tư.
Cặp đôi oan gia ngõ hẹp cứ gặp nhau lại như nước với lửa. Không ưa nhau nhưng mà xui quỷ khiến, lại thường xuyên đụng độ. Rồi phát sinh những tình huống trớ trêu, dở khóc dở cười. Thời gian trôi đi, hai người bạn dần dần hiểu nhau hơn. Họ bỏ xuống cái tôi, và không còn khắc khẩu, xích mích. Mỗi người đã chịu lắng nghe, và mở rộng lòng mình với người kia. Cuối cùng, cùng nhau rèn luyện, nỗ lực học tập chăm chỉ. Cùng nhau trải qua những ngày tháng thanh xuân sôi nổi, tươi đẹp nhất của cuộc đời. Cùng nhau viết nên một chuyện tình ngọt ngào, đáng yêu.

","Chu Vĩnh Đằng,Nghiêm Vũ Hào,Tào Tô Tô,Yến Hạo Nguyên",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRsNWU1bzR0Mmk0bjVoNDk0cDIyNDg0dDUyNHY1ZjQ3NGY0cTJ6NWs0cTVwMjI2MTRtNHUyMjR5M3o1bDVwNHU0ODRrNHEydjJ1MjYzcjVuNTM2czVoNDkzaDR2NW00ZzRjNDk0ZzRzNXc1bzU0b3ZKdUM=,[],[],2016-05-18T16:00:00Z,ull 24 tập HD Vietsub,Lee Quang,40 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/cau-ngoi-ben-phai-toi-15144-thumbnail.jpg
Đấu Chiến Thắng Phật: Nước Mắt Đại Thánh,The Tears of the Great Sage,True,Phim Khoa Học - Viễn Tưởng,Trung Quốc,"
Đấu Chiến Thắng Phật: Nước Mắt Đại Thánh HD Vietsub, The Tears of the Great Sage
Đấu Chiến Thắng Phật: Nước Mắt Đại Thánh là tác phẩm viễn tưởng, tiếp tục khai thác câu chuyện về nhân vật huyền thoại Tôn Ngộ Không. Đó là người đã trở thành “Phật đấu”. Là người bị mê hoặc bởi các linh hồn. Cũng là người mê mẩn bởi “Trường sinh”, khiến tu sĩ gặp phải sự diệt vong của mình.

","Pakho Chau,Shengnan Xu,Wenzuo Song",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRtNWU1bzR0Mjc0bzViNDU0aTRsMm40bjVpNXQ1ZTRyMm00ZDRnNXA0MjRpNDM2ZjQ5NHUycTVlNTA2MTRiNDk0YzRuMnA0ZTQ4NGg0bDUxNDI2ZTVqNHQydDIxNGw0NTRtNG00ODR4NTI0NDR1MjkzazRjNDA2azR2NTUzdjVmNHE0cDRsNW01dDV0NW00aDRzY2I1eDk=,[],[],2016-05-18T16:00:00Z,HD VietSub,Frankie Chung,71 phút,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/dau-chien-thang-phat-nuoc-mat-dai-thanh-15261-thumbnail-250x350.jpg
Tôi Không Muốn Làm Bạn Với Cậu,I Don't Want To Be Friends With You,False,Phim Hài Hước,Trung Quốc,"
Tôi Không Muốn Làm Bạn Với Cậu HD Vietsub, I Don’t Want To Be Friends With You
Tôi Không Muốn Làm Bạn Với Cậu là bộ phim tâm lý, tình cảm với lối dẫn truyện hoàn toàn mới lạ, nhẹ nhàng, sâu lắng. Xoay quanh hành trình xuyên không trở về 20 năm trước đầy ý nghĩa của cô nàng Lý Tiến Bộ.
Lý Tiến Bộ là một cô nàng với vẻ ngoài bướng bỉnh, xa cách, khó gần. Mà nguyên nhân sâu xa do cô bé thiếu thốn tình cảm của cha. Bởi mẹ cô là một phụ nữ đơn thân. Và hai mẹ con họ dường như không hề có điểm tương đồng. Mẹ và con gái gặp khó khăn trong việc trò chuyện, tâm sự với nhau. Điều đó vô hình chung đẩy cô con gái mới lớn rơi vào bóng tối cô đơn ngay trong chính căn nhà của mình. Cô tự nhốt mình trong một thế giới riêng biệt, cô độc.
Bỗng một ngày, hiện tượng kỳ lạ xuất hiện và đưa Lý Tiến Bộ xuyên không trở về 20 năm trước. Lúc bấy giờ, mẹ cô bằng tuổi cô hiện tại, và họ là bạn học của nhau. Tuy tính cách và lối sống khác biệt do không cùng thời đại, nhưng lại nói chuyện rất hợp nhau. Dường như, mẹ cô không hề khó hiểu, khó tính và xa cách như bấy lâu nay cô vẫn nghĩ.
Họ nắm tay nhau bước qua tuổi thanh xuân tươi đẹp, và cũng đầy thử thách. Để rồi sau tất cả, Tiến Bộ đã hiểu hơn về mẹ, về sự khắc nghiệt của cuộc sống. Cũng như những hy sinh, và bao dung của bà. Sau khi tự rút ra những bài học quý giá, cô đã sẵn sàng quay trở về. Dũng cảm đối mặt với cuộc sống thực tại. Hàn gắn tình mẫu tử thiêng liêng, cao cả đã lỡ đánh rơi.
 
","Chu Ngạn Thần,Cổ Tử Thành,Mã Tư Siêu,Quách Hân Vũ,Trần Hạo Vũ,Trang Đạt Phi,Vương Y Miểu",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzQyNnM1YzR0MmY0bzVoNGU0YjRsMmc0MDZ3NXQ1czJpNDc0aTQwNDc0aTVpNDM0bTRsNGk0eTNnNWg1MTZzMnM0NDRpNHEydjJzMm00aTV5NTQ2aTVsNHQydDIzNDUzZTRiNGw0aTR0NWk0czVtNHE0bTRkNG81aTR1NWo0cjVxb0lNZVc=,[],[],2016-05-18T16:00:00Z,ull 24 tập HD Vietsub,Điền Vũ,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/toi-khong-muon-lam-ban-voi-cau-15129-thumbnail-250x350.jpg
Căn Phòng Khóa Kín,The Locked Room,False,Phim Hình Sự - Chiến Tranh,Trung Quốc,"
Căn Phòng Khóa Kín HD Vietsub, The Locked Room
Căn Phòng Khóa Kín là một trong những bộ phim trinh thám, hình sự đáng xem nhất của điện ảnh Trung Quốc năm 2020. Do đạo diễn Cam Lộ đảm nhận vai trò chỉ đạo sản xuất. Cùng sự tham gia của dàn diễn viên trẻ tài năng. Như Kim Thế Giai, Xuyết Ni, Trần Dịch Phong, Triệu Viên Viên, Tiêu Thuận Nghiêu… Phim được giới chuyên môn đặc biệt đánh giá cao cả về nội dung và diễn xuất.
Bộ phim xoay quanh vụ án giết người kỳ lạ trong một căn phòng bí mật đã bị khóa.
Tân Tả Mạn là một nữ cảnh sát trẻ, năng động, đầy tài năng và nhiệt huyết. Trong quá trình điều tra vụ án giết người trong căn phòng bị khoá. Cô đã gặp không ít khó khăn. Bởi vì kẻ chủ mưu vô cùng gian xảo, thông minh. Hắn qua mặt cảnh sát vô cùng tinh tế. Cho đến một ngày kia, khi ở trên máy bay, Tả Mạn tình cờ gặp Mộc Hạ.
Mộc Hạ là một chuyên gia an ninh cực kì tài giỏi. Anh được trường đại học công an mời về. Đó là một người đàn ông với vẻ ngoài rất lạnh lùng. Khả năng mở khóa siêu cao thủ của anh đã lập tức gây ấn tượng với Tân Tả Mạn.
Cuộc gặp gỡ định mệnh là khởi đầu cho sự hợp tác sau này của Tân Tả Mạn và Mộc Hạ. Một nhóm điều tra đã được thành lập. Mục đích phục vụ điều tra nhằm tìm ra sự thật vụ giết người. Manh mối hàng loạt vụ giết người khác lần lượt lộ rõ ra ánh sáng. Liệu Tả Mạn và đồng đội có thể tím ra sự thật hay không? Kẻ thủ ác là ai?

 
","Kim Thế Giai,Tiêu Thuận Nghiêu,Trần Dịch Long,Triệu Viên Viên,Xuyết Ni",4,http://api.topphimhd.info/ninja.php?url=cDV6NXI0bTRwNDMzMjRzMmw1bTRyNW00YjR2Mms1czV2NW41ajRkNHAyNTRrNGo0dTI5NG01czVuNTA0NzR2MnQybDQ5NGMzbzNuM2E0cTR1NXQ0azM4NG00dTNvNWw0czVmNDY2NTQxM2g0eTVuNG81OTR2MjI0YzM4NHMzZDNlM3EyejVwNW41MDY2M3Q0bjR3NTMzajRjNDE0bDRvNXY1bTVuSzJaelY=&sub=,[],[],2016-05-18T16:00:00Z,ull 26 tập HD VietSub,Cam Lộ,45 phút / tập,2019,http://tv.phimmoi18.com/wp-content/uploads/2020/10/can-phong-khoa-kin-15057-thumbnail-250x350.jpg
Thiếu Niên Du Chi Một Tấc Tương Tư,Love in Between,False,Phim Tâm Lý - Tình Cảm,Trung Quốc,"
Thiếu Niên Du Chi Một Tấc Tương Tư HD Vietsub, Love in Between
Thiếu Niên Du Chi Một Tấc Tương Tư là dự án phim tình cảm cổ trang chuyển thể, góp thêm một mảnh ghép đầy sắc màu vào chuỗi phim hè đầy sôi động 2020. Nội dung phim là câu chuyện ân oán giang hồ, và mối tình đầy day dứt giữa Tả Khanh Từ và Tô Vân Lạc.
Tả Khanh Từ là con trai độc nhất của Hầu phủ. Nhưng mẫu thân chỉ là phận thê thiếp. Sau khi mẫu thân qua đời do bị bà cả hạ độc hãm hại. Tả Khanh Từ liền phải sống cuộc đời mai danh ẩn tích. Sau bao năm dần trưởng thành, với vô vàn thiệt thòi, uất ức.
Tô Vân Lạc là một cô gái xinh đẹp, lại vô cùng thông minh. Nhưng lại phải chịu không ít đắng cay, do mang trong mình dòng máu Hồ cơ. Mang thân phận thấp hèn, và bị người Hán khinh rẻ, coi thường. May mắn được gặp sư phụ tốt bụng, nuôi dưỡng, yêu thương chăm sóc. Nhưng những ngày tháng bình yên, tươi đẹp này nhanh chóng qua đi. Một ngày kia, sư phụ lâm trọng bệnh. Tô Vân Lạc bất đắc dĩ trở thành sát thủ. Cô tìm mọi cách để kiếm tiền mua thuốc và tìm thầy chữa trị cho sư phụ..
Tình cờ gặp gỡ, hai người lập tức trúng tiếng sét ái tình ngay từ cái nhìn đầu tiên. Nhưng sóng gió liên tục tìm tới. Bởi sự khác biệt thân phận. Bởi những thù hận, ân oán giang hồ. Liệu hai người có đủ mạnh mẽ vượt qua tất cả những chông gai, thử thách? Để bảo vệ tình yêu và ở bên nhau hạnh phúc trọn đời?
 
","Đặng Uất Lập,Thạch Vân,Trâu Đình Uy,Trịnh Hảo,Trương Diệu,Trương Nhã Khâm",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzQyNmw1YzRkNHA0MTRnNDk0OTRlNG8yajUyNjA0YTRlNGY0cTJzNWs0MTZwMjI2MTQ5NHUyeDV5NXY1dTVlNHQybjRuNHEycTQ4NGo0eTM1NDM0dzU4NHE0cTRsNWs0bDJ0Mm4yNjN0NW81MDZtNGs0NzNpNHU1cDR4NWM0cjVkNGo0bzRtNTZ6OUNRdQ==,[],[],2016-05-18T16:00:00Z,ull 43 tập HD Vietsub,Mao Côn Vũ,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/09/thieu-nien-du-chi-mot-tac-tuong-tu-14562-thumbnail-250x350.jpg
Ai Nói Là Tôi Không Thể Kết Hôn,Get Married or Not,False,Phim Tâm Lý - Tình Cảm,Trung Quốc,"
Ai Nói Là Tôi Không Thể Kết Hôn HD Vietsub, Get Married or Not
Ai Nói Là Tôi Không Thể Kết Hôn là bộ phim webdrama hài hước và nhẹ nhàng của Hoa ngữ năm 2020. Khai thác đề tài về hôn nhân và gia đình của “gái già lại không chịu kết hôn”.
Trình Lộ là một cô gái hoàn hảo: xinh xắn, lại thông minh, tài giỏi. Khi 35 tuổi, cô đã có một sự nghiệp thành công. Cô trở thành một biên kịch hàng đầu, với tương lai sáng lạn. Khiến người đời mơ ước, ghen tị với những gì Trình Lộ đạt được. Song, cô nàng vẫn thiếu một thứ, đó là tình yêu. Có rất nhiều vệ tinh xung quanh, nhưng cô hoàn toàn không có ý định kết hôn. Bởi, cô rất hài lòng với cuộc sống tự do tự tại như bây giờ. Cô mặc kệ với mọi lời xì xào, đàm tiếu. Mà luôn kiên định với chủ nghĩa độc thân, không lập gia đình.
Một ngày kia, tư tưởng “độc thân vui vẻ” vốn cố thủ lâu năm của cô đã bị giao động. Khi cô gặp một nhà tâm lý học trẻ, điển trai, tài giỏi. Chính anh đã khiến cô suy nghĩ đến việc xây dựng một mối quan hệ nghiêm túc. Cô bắt đầu muốn có một gia đình nhỏ để yêu thương, chăm sóc. Vậy là, hai người quyết định cùng nhau xây dựng một mối quan hệ mới. Nhưng sóng gió lại nhanh chóng tìm đến khi bạn thân của Trình Lộ xuất hiện. Liệu mối tình vừa mới chớm nở của cô nàng có đủ mạnh mẽ để vượt qua cửa ải này? Để nàng ế Trình Lộ đón một cái kết viên mãn?
 
","Đồng Dao,Hứa Phương Y,Phan Việt Minh,Trần Sổ,Viên Văn Khang",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRqNW01bzJtNGo0cDVuMmM0NTRsMm40dTVxNTA0aTRlNGw0ajRtNXEyMTZjNG41bDJoNGU0eDV5M281djVsNHQybjQzNGw0cjJ3Mm8ydzVsNTA2ejU4NHE0cDI1NHAyMzNpNDc0bzR1NXY1ZzRrNGw0cTRsNG41ZTR1NWg0eDU5NEtoNlUzSw==,[],[],2016-05-18T16:00:00Z,ull 40 tập HD Vietsub,Hà Niệm,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/09/ai-noi-la-toi-khong-the-ket-hon-14557-thumbnail-250x350.jpg
Hoa Mộc Lan 2020,Mulan,True,Phim Cổ Trang - Thần Thoại,Mỹ,"
Hoa Mộc Lan 2020 HD Vietsub, Mulan
Hoa Mộc Lan 2020 là một bộ phim cổ trang mới công chiếu năm 2020 của Mỹ đạo diễn bởi Nick Caro. Kịch bản được chắp bút bởi Rick Jaffa, Amanda Silver, Lauren Hynek và Elizabeth Martin. Nội dung phim dựa trên huyền sử về nữ anh hùng Hoa Mộc Lan của Trung Quốc. Đồng thời, đây cũng là phiên bản chuyển thể từ bộ phim hoạt hình cùng tên năm 1998 của Disney. Trong phim, Lưu Diệc Phi đảm nhận vai nữ chính. Cùng sự tham gia diễn xuất của Chân Tử Đan, Jason Scott Lee, Yoson An, Củng Lợi và Lý Liên Kiệt.

","Donnie Yen,Li Gong,Yifei Liu",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRxNXM1NDR0Mmg0djU1NGwyZzQxNGg0MDQ3NDM0eDJ1MnIycDRnNWw0MjR0MjM0ajRiNHI0ejVpNXk1MTR3MnYyNjNnNGM0cjRtNGg0ZTR0NXg1eDVqNGc0ZDR0NWY0ZjRkNGR5dTV3NQ==,[],[],2016-05-18T16:00:00Z,HD Thuyết Minh,Niki Caro,102 phút,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/09/hoa-moc-lan-2020-14907-thumbnail-250x350.jpg
Người Đàn Ông Của Tù Trưởng,Mr. Fox and Miss Rose,False,Phim Hài Hước,Trung Quốc,"
Người Đàn Ông Của Tù Trưởng HD Vietsub, Mr. Fox and Miss Rose
Người Đàn Ông Của Tù Trưởng là một trong những dự án mở màn cho mùa phim chiếu hè 2020 đầy sôi động của Hoa ngữ. Với sự góp mặt của dàn trai xinh gái đẹp, cùng kịch bản độc đáo, khai thác đề tài mới lạ, đầy sáng tạo. Đem đến cho người xem một thước phim tình cảm nhẹ nhàng, và đầy tiếng cười vui vẻ.
Cao Chấn Hách là một anh chàng điển trai, thông minh, đầy cá tính. Đặc biệt, lại có niềm đam mê bất tận với các loại đá quý. Trong thâm tâm của Chấn Hách, đó là những báu vật vô giá. Vì vậy, anh chàng không ngại khó khăn, vất vả, kể cả nguy hiểm tính mạng, để sở hữu được nó. Nhưng đến một ngày kia, Chấn Hách gặp tai nạn, rồi rơi xuống một vách núi. Tại đây, anh may mắn được Tinh Nguyệt cứu sống.
Tinh Nguyệt là một cô nàng xinh đẹp, nhanh nhẹn. Mặc dù hình dáng khá nhỏ nhắn, nhưng cô lại là thủ lĩnh của bộ lạc nữ tôn nguyên thủy. Cứu sống Chấn Hách, cô đưa anh về bộ lạc dưỡng thương, rồi mong muốn anh trở thành chồng của mình.
Nhìn trúng viên đá quý của bộ lạc. Chấn Hách liền giả vờ đồng ý kết hôn cùng Tinh Nguyệt, để tìm cách lấy được nó. Sau khi đạt được mục đích, anh lập tức trốn đi. Tinh Nguyệt cũng vì thế mà rời bộ lạc xuống thành phố phồn hoa xa lạ. Để đi tìm “chồng’ và tìm lại đá quý. Một thân một mình, cô nàng gặp không ít khó khăn, bỡ ngỡ, dở khóc dở cười. Liệu rằng, Tinh Nguyệt có tìm thấy Chấn Hách và lấy lại đá quý?
 
","Dư Thần,Giang Bằng,Hoàng Vũ Quyền,Nhậm Hựu Luân,Tiết Băng,Trần Hi Quận,Trương Nhã Khâm",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR3NWs1bzRuNGQ0MTQ2NDE0aTRsMmk0dDVvNTA0YTRyNDc0cTJ6NXE0MjRvNDA2bDRsNG40azV5MzA2aDVuNHQyczJuMm80YjRwNHA0aTV5NTM0MjRxMmIzaTRuNW40ZjRpNDEzZzR1NTE2djVmNGY0ajRpNHU1ZTR1OFRuVks=,[],[],2016-05-18T16:00:00Z,ull 30 tập HD Vietsub,Lee Quang,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/09/nguoi-dan-ong-cua-tu-truong-14552-thumbnail-250x350.jpg
Mẹ Kế Xinh Đẹp,Im A Stepmom But Its Okay,True,Phim 18+,Hàn Quốc,"
Mẹ Kế Xinh Đẹp, Im A Stepmom But Its Okay
Mẹ Kế Xinh Đẹp phim 18+ kể về câu chuyện tình loạn luân của chàng trai và mẹ kế xinh đẹp.

","Bong Soo I,Dahee,Sang Woo,Soo-ji",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR2NWk1bzJqNDk0MTRxNDk0aTQ4NG8yajVtNXY1czJxNDc0bDQwNHUyMjRuNG41aTRzNGU0djV5MzU0MzRhM200YTRuNGs0azQ4M2c0czUwNnk1bDVjNGw0aDR2NWI0WlJiSnRn,[],[],2016-05-18T16:00:00Z,HD Vietsub,Lee Quang,70 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/10/me-ke-xinh-dep-20412-thumbnail-250x350.jpg
Điệu Cha-Cha-Cha Làng Biển,Hometown Cha-Cha-Cha,False,Phim Tâm Lý - Tình Cảm,Hàn Quốc,"
Điệu Cha-Cha-Cha Làng Biển, Hometown Cha-Cha-Cha
Điệu Cha-Cha-Cha Làng Biển là một câu chuyện tình yêu vô cùng nhẹ nhàng, sâu lắng. Yoon Hye Jin là một người phụ nữ vừa có sắc đẹp vừa có trí tuệ. Kế hoạch cuộc đời của cô thất bại do chút chính nghĩa trong trái tim cô. Và sau nhiều trở ngại khác nhau, cô chuyển đến ngôi làng ven biển Gongjin và gặp Hong Doo Shik, người được gọi là ông Hong. Anh ấy thất nghiệp, nhưng là một bậc thầy của những công việc kỳ quặc, anh thường xuất hiện để giúp mọi người ở Gongjin trong bất kỳ tình huống nào họ gặp phải.


","In Gyo Jin,Jo Han Chul,Kim Seon Ho,Lee Bong Ryun,Lee Sang Yi,Shin Min Ah",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRtNW01ODR0NHAyajVhNDE0cDIzNGI0ZzUyNGk1ZjQ3NHIyaDRnNWo0bzVwMms1OTRiNG40eTN4NWg1dzVzMngybzJsNGE0bzR0NDg0djUxNDc0MDQ2M200YjQxNmg0ZTQ1M2Q0aTR6NXg1bjVnNGo0ajRrNG81NzFBYjZD,[],[],2016-05-18T16:00:00Z,ull 16 tập HD Vietsub,Yoo Je Won,70 phút/tập,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/09/dieu-cha-cha-cha-lang-bien-20197-thumbnail-250x350.jpg
Bạn Gái Tôi Là Một Diễn Viên Khiêu Dâm,My Girlfriend Is An Erotic Actress,True,Phim 18+,Hàn Quốc,"
Bạn Gái Tôi Là Một Diễn Viên Khiêu Dâm HD, My Girlfriend Is An Erotic Actress
Bạn Gái Tôi Là Một Diễn Viên Khiêu Dâm Phim 18+ kể về cuộc sống của nữ diên viên 18+ và bạn trai.

","Tommy,Woo Yeol,Yoo Jong Hae,Yu Ji Hyun",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRrNWU1aDR0MmI0aDViNGwybzRmNGM0MDR0NWc1czJqNGw0cDQwNDk0cTU5NHc1bDJzNGk0aTVyNTE0cjVmNGg0ODRuNHEyYTQ4NGc0eTMwNmo1dDVvMngycDJ6NTc0aTRxNDU0bDQwNDY0MjRhM2s0ZDRxNHU1ajRpNGg0eDVrNG00aDRtNXE1dDV2NWc0TXVZTzhB,[],[],2016-05-18T16:00:00Z,HD,Lee Quang,97 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/10/ban-gai-toi-la-mot-dien-vien-khieu-dam-20389-thumbnail-250x350.jpg
Thiên Thần Đáng Yêu Của Bố,You're So Precious To Me,True,Phim Tâm Lý - Tình Cảm,Hàn Quốc,"
Thiên Thần Đáng Yêu Của Bố, You’re So Precious To Me
Thiên Thần Đáng Yêu Của Bố: là câu chuyện cảm động kể về một người đàn ông sống cô độc tên là Jae Shik. Vào ngày kia Jae Shik đã bắt đầu sống chung với một đứa trẻ bị khuyết tật thính giác.
Hai người cố gắng tìm cách giao tiếp. Và dần dần họ đã làm thay đổi cuộc sống của nhau. Bằng tình yêu thương và sự quan tâm chân thành.

","Jang Hye-jin,Jin Goo,Jung Seo-Yeon,Kang Shin Il,Kim Tae Hoon,Park Ye-Ni",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzQyNmw1YzRkNGk0MTRtNDg0NTRlNG8yajVpNXQ1ZTRyMnY0YTQwNnEyazVwNGo1bDI4NG80eTN4NWg1dzVzMngybzJsNGE0bzR0NDg0djUxNDc0MDQ2M200YjQxNmg0ZTQ1M2Q0aTR6NXg1bjVnNGo0ajRrNG81UVRTSkZs,[],[],2016-05-18T16:00:00Z,HD Vietsub,ChangWon Lee,100 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/09/thien-than-dang-yeu-cua-bo-20112-thumbnail.jpg
